,Nom,Note,Auteur,Genre,Nombre de saisons,Plateforme,Durée,Date de sortie,Mois,Année,Saison,Pays,series_policier,series_drame,series_thriller,series_épouvante-horreur,series_mini-série,series_guerre,series_action,series_historique,series_aventure,series_fantasy,series_comédie,series_animation,series_jeunesse,series_documentaire,series_dramatique,series_romance,series_shōnen,series_seinen,series_fantastique,series_science-fiction,series_sport,series_biopic,series_musique,series_anthologique,series_judiciaire,series_western,series_médical,series_télé-réalité
410,The Boys,7.7,Série de   Eric Kripke,"['fantastique', 'action']",3.0,Prime Video,60.0,"['26', 'juillet', '2019']",juillet,2019,été,USA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,Watchmen,7.8,Série de   Damon Lindelof,"['drame', 'fantastique', 'mini-série']",1.0,HBO,60.0,"['20', 'octobre', '2019']",octobre,2019,automne,USA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,"Love, Death & Robots",7.4,Dessin animé de   Tim Miller,"['science-fiction', 'fantastique', 'épouvante-horreur']",1.0,Netflix,10.0,"['15', 'mars', '2019']",mars,2019,printemps,USA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,Sex Education,7.1,Série de   Laurie Nunn,"['comédie', 'drame']",3.0,Netflix,51.0,"['11', 'janvier', '2019']",janvier,2019,hiver,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Euphoria,7.8,Série de   Sam Levinson,['drame'],2.0,HBO,54.0,"['16', 'juin', '2019']",juin,2019,été,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,The Mandalorian,7.0,Série de   Jon Favreau,"['action', 'aventure', 'science-fiction']",2.0,Disney+,39.0,"['12', 'novembre', '2019']",novembre,2019,automne,USA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,The Umbrella Academy,6.8,Série de   Jeremy Slater et   Steve Blackman,"['fantastique', 'action', 'drame']",2.0,Netflix,47.0,"['15', 'février', '2019']",février,2019,hiver,USA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Years and Years,7.7,Série de   Russell T. Davies,"['mini-série', 'drame']",1.0,BBC One,60.0,"['14', 'mai', '2019']",mai,2019,printemps,UK,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,Dans leur regard,8.1,Série de   Ava DuVernay,"['thriller', 'mini-série']",1.0,Netflix,64.0,"['31', 'mai', '2019']",mai,2019,printemps,USA,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,Poupée russe,6.9,"Série de   Amy Poehler,   Natasha Lyonne et   Leslye Headland","['comédie', 'dramatique']",2.0,Netflix,30.0,"['1', 'février', '2019']",février,2019,hiver,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,The Witcher,6.5,Série de   Lauren Schmidt Hissrich,"['aventure', 'fantasy']",1.0,Netflix,60.0,"['20', 'décembre', '2019']",décembre,2019,hiver,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,Kingdom,7.3,Drama de   Kim Sung-hoon,"['épouvante-horreur', 'historique']",2.0,Netflix,55.0,"['25', 'janvier', '2019']",janvier,2019,hiver,USA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,Good Omens,7.2,Série de   Neil Gaiman,"['comédie', 'mini-série', 'fantastique']",1.0,Prime Video,60.0,"['31', 'mai', '2019']",mai,2019,printemps,USA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Unbelievable,7.7,"Série de   Susannah Grant,   Michael Chabon et   Ayelet Waldman","['policier', 'drame', 'mini-série']",1.0,Netflix,45.0,"['13', 'septembre', '2019']",septembre,2019,automne,USA,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,Dark Crystal : Le Temps de la résistance,7.7,Dessin animé de   Jeffrey Addiss et   Will Matthews,"['fantasy', 'aventure', 'jeunesse']",1.0,Netflix,50.0,"['30', 'août', '2019']",août,2019,été,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,His Dark Materials : À la croisée des mondes,6.9,Série de   Jack Thorne,"['action', 'aventure', 'fantasy']",2.0,BBC One,57.0,"['3', 'novembre', '2019']",novembre,2019,automne,UK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,After Life,7.3,Série de   Ricky Gervais,"['comédie', 'drame']",3.0,Netflix,28.0,"['8', 'mars', '2019']",mars,2019,printemps,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,Too Old to Die Young,6.9,Série de   Ed Brubaker et   Nicolas Winding Refn,"['policier', 'drame']",1.0,Prime Video,76.0,"['14', 'juin', '2019']",juin,2019,été,USA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,What We Do In The Shadows,7.4,Série de   Jemaine Clement,"['comédie', 'épouvante-horreur']",3.0,FX,23.0,"['27', 'mars', '2019']",mars,2019,printemps,USA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Undone,7.6,Dessin animé de   Kate Purdy et   Raphael Bob-Waksberg,"['animation', 'drame', 'fantastique']",2.0,Prime Video,25.0,"['13', 'septembre', '2019']",septembre,2019,automne,USA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Carnival Row,6.8,Série de   René Echevarria et   Travis Beacham,"['fantastique', 'thriller', 'policier']",2.0,Prime Video,50.0,"['30', 'août', '2019']",août,2019,été,USA,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,Notre planète,8.5,"Série de   David Attenborough,   Adam Chapman,   Hugh Pearson...","['documentaire', 'mini-série']",1.0,Netflix,50.0,"['5', 'avril', '2019']",avril,2019,printemps,USA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,L'Effondrement,7.5,"Série de   Guillaume Desjardins,   Jérémy Bernard et   Bastien Ughetto","['mini-série', 'drame']",1.0,Canal+,20.0,"['11', 'novembre', '2019']",novembre,2019,automne,France,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,L'Attaque des Titans 3 - Partie 2,8.7,"Anime de   Yasuko Kobayashi,   Hajime Isayama,   Masashi Koizuka...","['guerre', 'épouvante-horreur', 'shōnen']",1.0,NHK,25.0,"['29', 'avril', '2019']",avril,2019,printemps,Japan,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
